"","action_taken","income","debt_income_ratio","age_above_62","ethnicity","race","sex","loan_amount","loan_type","loan_purpose","property_value","occupancy_type","conforming_loan_limit","preapproval","lien_status","has_co.applicant"
"8546","Loan approved",4.21950770517611,"43%-49%","No","Unknwon","Other","Male",5.89989735358249,"FHA","Home purchase",5.92692602597041,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8547","Loan approved",4.89783979995091,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",6.05208916892442,"Conventional","Home purchase",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8548","Loan approved",5.03695260241363,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",6.05208916892442,"FHA","Home purchase",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8549","Loan approved",4.71849887129509,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.72031177660741,"Conventional","Home purchase",5.78382518232974,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8550","Loan approved",5.44241771052179,"50%-60%","No","Not Hispanic or Latino","Black or African American","Male",7.00760061395185,"VA","Home purchase",7.00760061395185,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8551","Loan approved",5.17048399503815,"43%-49%","No","Unknwon","Other","Unknown",6.42162226780652,"Conventional","Home purchase",6.48463523563525,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8552","Loan approved",4.54329478227,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Female",5.75257263882563,"Conventional","Home purchase",5.78382518232974,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8553","Loan approved",6.04500531403601,"20%-29%","No","Not Hispanic or Latino","White","Male",6.85118492749374,"Conventional","Home purchase",7.07749805356923,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8554","Loan approved",5.37989735354046,"20%-29%","No","Hispanic or Latino","White","Male",5.50125821054473,"Conventional","Home purchase",5.68697535633982,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8555","Loan approved",5.97888576490112,"30%-35%","No","Not Hispanic or Latino","White","Male",7.20414929203594,"Conventional","Home purchase",7.42356844425917,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8556","Loan approved",5.09375020080676,"36%-42%","No","Not Hispanic or Latino","Asian","Female",6.33682573114644,"Conventional","Home purchase",6.38856140554563,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8557","Loan approved",5.08140436498446,"30%-35%","No","Not Hispanic or Latino","White","Female",6.05208916892442,"Conventional","Home purchase",6.22455842927536,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8558","Loan approved",5.58724865840025,"20%-29%","No","Not Hispanic or Latino","Black or African American","Female",6.61338421837956,"Conventional","Home purchase",6.84054652928869,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8559","Loan approved",5.07517381523383,"43%-49%","No","Not Hispanic or Latino","White","Male",6.62671774924902,"Conventional","Home purchase",6.86171134048073,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8560","Loan approved",4.89034912822175,"30%-35%","No","Not Hispanic or Latino","White","Male",5.92692602597041,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8561","Loan approved",3.87120101090789,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Male",4.44265125649032,"VA","Home purchase",5.27299955856375,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8562","Loan approved",4.02535169073515,"30%-35%","No","Not Hispanic or Latino","Black or African American","Female",5.04342511691925,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8563","Loan approved",4.26267987704132,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",5.04342511691925,"FHA","Home purchase",5.41610040220442,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8564","Loan approved",4.18965474202643,"36%-42%","No","Not Hispanic or Latino","White","Female",5.57972982598622,"Conventional","Home purchase",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8565","Loan approved",5.46806014113513,"43%-49%","Yes","Unknwon","Other","Male",6.00388706710654,"Conventional","Home purchase",6.70318811324086,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8566","Loan approved",5.14749447681345,"20%-29%","No","Not Hispanic or Latino","White","Female",5.89989735358249,"Conventional","Home purchase",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8567","Loan approved",4.45434729625351,"43%-49%","No","Unknwon","Other","Female",5.81413053182507,"Conventional","Home purchase",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8568","Loan approved",4.61512051684126,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",6.20455776256869,"Conventional","Home purchase",6.24416690066374,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8569","Loan approved",5.8348107370626,"36%-42%","No","Not Hispanic or Latino","White","Male",6.82979373751242,"Conventional","Home purchase",7.05185562295589,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8570","Loan approved",5.48479693349065,"36%-42%","No","Not Hispanic or Latino","White","Female",6.85118492749374,"Conventional","Home purchase",6.96129604591017,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8571","Loan approved",5.64544689764324,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",6.4377516497364,"Conventional","Home purchase",6.49978704065585,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8572","Loan approved",4.58496747867057,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.87211778947542,"Conventional","Home purchase",6.14203740558736,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8573","Loan approved",4.27666611901606,"50%-60%","No","Not Hispanic or Latino","Black or African American","Female",5.72031177660741,"VA","Home purchase",5.72031177660741,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8574","Loan approved",5.39816270151775,"43%-49%","No","Hispanic or Latino","White","Female",6.37161184723186,"Conventional","Home purchase",6.73933662735717,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8575","Loan approved",5.8348107370626,"36%-42%","No","Not Hispanic or Latino","White","Female",5.95324333428778,"Conventional","Home purchase",6.16331480403464,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8576","Loan approved",5.50125821054473,"36%-42%","No","Not Hispanic or Latino","White","Male",6.51471269087253,"Conventional","Home purchase",6.62671774924902,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8577","Loan approved",5.22035582507832,"36%-42%","No","Not Hispanic or Latino","White","Female",6.45362499889269,"Conventional","Home purchase",6.51471269087253,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8578","Loan denied",4.51085950651685,"30%-35%","No","Not Hispanic or Latino","Black or African American","Female",5.27299955856375,"Conventional","Home purchase",5.27299955856375,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8579","Loan approved",4.88280192258637,"50%-60%","No","Not Hispanic or Latino","Black or African American","Male",6.55819780281227,"VA","Home purchase",6.52941883826223,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8580","Loan approved",4.55387689160054,"30%-35%","No","Not Hispanic or Latino","Asian","Female",5.78382518232974,"Conventional","Home purchase",6.05208916892442,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8581","Loan approved",5.64544689764324,"20%-29%","No","Not Hispanic or Latino","White","Male",6.63987583382654,"Conventional","Home purchase",6.86171134048073,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8582","Loan approved",4.4188406077966,"36%-42%","No","Not Hispanic or Latino","White","Female",5.75257263882563,"Conventional","Home purchase",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8583","Loan approved",5.37527840768417,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",6.58617165485467,"Conventional","Home purchase",6.63987583382654,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8584","Loan approved",5.67332326717149,"30%-35%","No","Not Hispanic or Latino","White","Male",6.82979373751242,"Conventional","Home purchase",6.88243747099785,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8585","Loan approved",4.27666611901606,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",5.57972982598622,"Conventional","Home purchase",6.0282785202307,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8586","Loan approved",5.35658627467201,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.46925031679577,"Conventional","Home purchase",6.52941883826223,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8587","Loan denied",4.07753744390572,"50%-60%","No","Hispanic or Latino","Black or African American","Male",5.45958551414416,"Conventional","Home purchase",5.54126354515843,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8588","Loan approved",5.27811465923052,"20%-29%","No","Not Hispanic or Latino","White","Male",6.33682573114644,"Conventional","Home purchase",6.45362499889269,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8589","Loan approved",5.04342511691925,"36%-42%","No","Not Hispanic or Latino","White","Female",6.09807428216624,"Conventional","Home purchase",6.14203740558736,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8590","Loan approved",5.65599181081985,"43%-49%","No","Unknwon","Other","Unknown",6.94215670569947,"Conventional","Refinancing",7.23345541862144,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8591","Loan approved",5.46383180502561,"43%-49%","No","Not Hispanic or Latino","Asian","Male",6.18414889093748,"Conventional","Home purchase",6.40522845803084,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8592","Loan approved",4.55387689160054,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",5.97888576490112,"Conventional","Home purchase",6.14203740558736,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8593","Loan approved",6.10031895202006,"30%-35%","No","Not Hispanic or Latino","White","Male",7.16626597413364,"Conventional","Home purchase",7.39326309476384,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8594","Loan approved",4.969813299576,"36%-42%","No","Unknwon","White","Female",6.07534603108868,"Conventional","Home purchase",6.24416690066374,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8595","Loan approved",4.89034912822175,"30%-35%","No","Not Hispanic or Latino","White","Male",6.05208916892442,"Conventional","Home purchase",6.18414889093748,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8596","Loan approved",4.52178857704904,"30%-35%","No","Unknwon","Other","Female",5.27299955856375,"Conventional","Home purchase",5.57972982598622,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8597","Loan approved",5.19849703126583,"20%-29%","No","Not Hispanic or Latino","Black or African American","Male",6.26339826259162,"Conventional","Home purchase",6.28226674689601,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8598","Loan approved",4.969813299576,"20%-29%","No","Not Hispanic or Latino","White","Male",5.68697535633982,"Conventional","Home purchase",6.28226674689601,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8599","Loan approved",4.81218435537242,"36%-42%","No","Unknwon","Other","Female",6.16331480403464,"Conventional","Home purchase",6.20455776256869,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8600","Loan approved",4.18965474202643,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.57972982598622,"Conventional","Home purchase",6.09807428216624,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8601","Loan approved",4.57471097850338,"20%-29%","No","Not Hispanic or Latino","Black or African American","Female",5.50125821054473,"Conventional","Home purchase",5.57972982598622,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8602","Loan approved",5.24174701505964,"30%-35%","No","Not Hispanic or Latino","White","Female",6.38856140554563,"Conventional","Home purchase",6.4377516497364,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8603","Loan approved",5.84354441703136,"36%-42%","No","Not Hispanic or Latino","White","Male",6.65286302935335,"VA","Home purchase",6.77422388635761,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8604","Loan approved",6.33682573114644,"36%-42%","No","Not Hispanic or Latino","White","Male",7.45298232946546,"Conventional","Home purchase",7.67554600253785,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8605","Loan approved",4.11087386417331,"36%-42%","No","Unknwon","Other","Female",5.27299955856375,"Conventional","Home purchase",5.89989735358249,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8606","Loan approved",5.16478597392351,"20%-29%","No","Not Hispanic or Latino","Asian","Male",5.75257263882563,"Conventional","Home purchase",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8607","Loan approved",4.11087386417331,"30%-35%","No","Not Hispanic or Latino","White","Male",5.04342511691925,"Conventional","Home purchase",5.50125821054473,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8608","Loan approved",5.78996017089725,"30%-35%","No","Not Hispanic or Latino","White","Male",6.24416690066374,"Conventional","Home purchase",6.46925031679577,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8609","Loan approved",4.30406509320417,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",5.61677109766657,"FHA","Home purchase",5.65248918026865,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8610","Loan approved",4.4188406077966,"36%-42%","No","Not Hispanic or Latino","White","Female",5.57972982598622,"Conventional","Home purchase",5.81413053182507,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8611","Loan approved",4.88280192258637,"36%-42%","Yes","Not Hispanic or Latino","Black or African American","Female",5.65248918026865,"Conventional","Home purchase",6.35437004079735,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8612","Loan approved",5.99396142730657,"30%-35%","No","Not Hispanic or Latino","White","Female",7.00760061395185,"Conventional","Home purchase",7.48717369421374,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8613","Loan approved",4.54329478227,"30%-35%","No","Not Hispanic or Latino","White","Female",5.95324333428778,"Conventional","Home purchase",6.18414889093748,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8614","Loan approved",4.84418708645859,"36%-42%","No","Unknwon","Other","Unknown",5.95324333428778,"FHA","Home purchase",6.18414889093748,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8615","Loan approved",3.68887945411394,"43%-49%","No","Hispanic or Latino","Other","Male",4.00733318523247,"FHA","Home purchase",4.97673374242057,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8616","Loan approved",4.30406509320417,"30%-35%","No","Not Hispanic or Latino","Asian","Female",4.55387689160054,"Conventional","Home purchase",5.45958551414416,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8617","Loan approved",4.39444915467244,"30%-35%","No","Not Hispanic or Latino","Black or African American","Female",5.41610040220442,"Conventional","Home purchase",5.87211778947542,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8618","Loan approved",3.95124371858143,"30%-35%","No","Not Hispanic or Latino","White","Female",4.55387689160054,"Conventional","Home purchase",5.75257263882563,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8619","Loan approved",5.04985600724954,"36%-42%","No","Unknwon","White","Female",5.68697535633982,"Conventional","Home purchase",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8620","Loan approved",4.00733318523247,"30%-35%","No","Not Hispanic or Latino","White","Female",5.10594547390058,"Conventional","Home purchase",5.81413053182507,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8621","Loan approved",4.64439089914137,"43%-49%","No","Not Hispanic or Latino","White","Female",6.33682573114644,"Conventional","Home purchase",6.55819780281227,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8622","Loan approved",5.56452040732269,"20%-29%","No","Not Hispanic or Latino","White","Female",6.70318811324086,"Conventional","Home purchase",6.80793494369993,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8623","Loan approved",4.38202663467388,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.22035582507832,"Conventional","Home purchase",5.87211778947542,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8624","Loan approved",5.04985600724954,"43%-49%","No","Not Hispanic or Latino","White","Male",6.54391184556479,"Conventional","Home purchase",6.71538338633468,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8625","Loan approved",5.91350300563827,"<20%","No","Not Hispanic or Latino","Black or African American","Male",6.65286302935335,"FHA","Home purchase",6.66568371778241,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8626","Loan approved",5.7268477475872,"36%-42%","No","Not Hispanic or Latino","White","Male",7.14282740116162,"Conventional","Home purchase",7.49831587076698,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8627","Loan approved",4.65396035015752,"36%-42%","No","Not Hispanic or Latino","White","Male",5.95324333428778,"Conventional","Home purchase",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8628","Loan approved",3.93182563272433,"36%-42%","No","Not Hispanic or Latino","Other","Female",5.45958551414416,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8629","Loan approved",3.97029191355212,"43%-49%","No","Unknwon","Black or African American","Male",5.32300997913841,"Conventional","Home purchase",6.33682573114644,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8630","Loan approved",5.32787616878958,"20%-29%","No","Hispanic or Latino","White","Female",6.05208916892442,"Conventional","Home purchase",6.28226674689601,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8631","Loan approved",3.80666248977032,"43%-49%","No","Not Hispanic or Latino","White","Female",4.44265125649032,"Conventional","Home purchase",5.65248918026865,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8632","Loan approved",4.83628190695148,"30%-35%","No","Unknwon","White","Female",5.54126354515843,"Conventional","Home purchase",5.57972982598622,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8633","Loan approved",4.80402104473326,"36%-42%","No","Hispanic or Latino","White","Female",6.42162226780652,"Conventional","Home purchase",6.58617165485467,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8634","Loan approved",3.80666248977032,"43%-49%","No","Unknwon","Other","Unknown",4.44265125649032,"Conventional","Home purchase",5.50125821054473,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8635","Loan approved",5.11198778835654,"50%-60%","No","Not Hispanic or Latino","White","Male",6.72743172485086,"Conventional","Home purchase",6.82979373751242,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8636","Loan approved",5.8664680569333,"36%-42%","No","Unknwon","Other","Unknown",7.15070145759253,"Conventional","Home purchase",7.58832367733522,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8637","Loan approved",4.61512051684126,"20%-29%","No","Unknwon","Other","Female",5.27299955856375,"Conventional","Home purchase",5.50125821054473,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8638","Loan approved",5.50533153593236,"30%-35%","No","Unknwon","Other","Unknown",6.58617165485467,"Conventional","Home purchase",6.69084227741856,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8639","Loan approved",4.14313472639153,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",4.8283137373023,"Conventional","Home purchase",5.16478597392351,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8640","Loan approved",5.65948221575962,"20%-29%","No","Not Hispanic or Latino","Black or African American","Male",6.54391184556479,"VA","Home purchase",6.51471269087253,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8641","Loan approved",3.89182029811063,"36%-42%","No","Unknwon","Black or African American","Female",5.10594547390058,"Conventional","Home purchase",5.81413053182507,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8642","Loan approved",4.51085950651685,"36%-42%","No","Not Hispanic or Latino","Other","Female",5.84354441703136,"Conventional","Home purchase",5.89989735358249,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8643","Loan approved",4.45434729625351,"43%-49%","No","Not Hispanic or Latino","White","Male",6.16331480403464,"Conventional","Home purchase",6.76272950693188,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8644","Loan approved",4.47733681447821,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",5.95324333428778,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8645","Loan approved",5.61312810638807,"43%-49%","No","Not Hispanic or Latino","White","Male",6.52941883826223,"VA","Home purchase",6.49978704065585,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8646","Loan approved",5.65599181081985,"30%-35%","No","Unknwon","Other","Male",6.92264389147589,"Conventional","Home purchase",7.15070145759253,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8647","Loan approved",5.07517381523383,"30%-35%","No","Not Hispanic or Latino","White","Male",6.0282785202307,"Conventional","Home purchase",6.24416690066374,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8648","Loan approved",6.66695679242921,"20%-29%","No","Unknwon","White","Female",6.98933526597456,"Conventional","Home purchase",7.31654817718298,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8649","Loan denied",5.24702407216049,"36%-42%","No","Hispanic or Latino","White","Male",5.22035582507832,"Conventional","Home purchase",5.27299955856375,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8650","Loan approved",4.59511985013459,"43%-49%","No","Not Hispanic or Latino","White","Female",6.0282785202307,"Conventional","Home purchase",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8651","Loan approved",5.37989735354046,"20%-29%","No","Not Hispanic or Latino","White","Male",6.49978704065585,"Conventional","Home purchase",6.78558764500793,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8652","Loan denied",4.93447393313069,"50%-60%","No","Not Hispanic or Latino","Black or African American","Female",6.28226674689601,"FHA","Home purchase",6.30078579466324,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8653","Loan approved",4.98360662170834,"30%-35%","No","Not Hispanic or Latino","White","Male",6.22455842927536,"Conventional","Home purchase",6.76272950693188,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8654","Loan approved",5.12396397940326,"43%-49%","No","Hispanic or Latino","Other","Female",6.4377516497364,"Conventional","Home purchase",7.13489085156588,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8655","Loan approved",6.3818160174061,"20%-29%","No","Hispanic or Latino","White","Female",6.69084227741856,"Conventional","Home purchase",6.91274282049318,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8656","Loan approved",5.32787616878958,"20%-29%","No","Not Hispanic or Latino","White","Female",6.09807428216624,"Conventional","Home purchase",6.38856140554563,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8657","Loan approved",4.87519732320115,"30%-35%","No","Not Hispanic or Latino","White","Male",6.18414889093748,"Conventional","Home purchase",6.40522845803084,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8658","Loan approved",5.38449506278909,"36%-42%","No","Not Hispanic or Latino","White","Female",6.4377516497364,"Conventional","Home purchase",6.54391184556479,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8659","Loan approved",4.75359019110636,"30%-35%","No","Not Hispanic or Latino","White","Male",5.89989735358249,"Conventional","Home purchase",6.24416690066374,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8660","Loan approved",3.49650756146648,"30%-35%","No","Hispanic or Latino","White","Male",3.55534806148941,"Conventional","Home purchase",4.97673374242057,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8661","Loan approved",5.75574221358691,"<20%","No","Not Hispanic or Latino","White","Female",6.51471269087253,"Conventional","Home purchase",6.80793494369993,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8662","Loan approved",5.05624580534831,"36%-42%","No","Not Hispanic or Latino","White","Female",6.65286302935335,"Conventional","Home purchase",6.80793494369993,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8663","Loan approved",5.19849703126583,"36%-42%","No","Not Hispanic or Latino","White","Male",5.72031177660741,"Conventional","Home purchase",5.81413053182507,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8664","Loan approved",4.48863636973214,"36%-42%","No","Not Hispanic or Latino","White","Female",5.61677109766657,"Conventional","Home purchase",5.75257263882563,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8665","Loan approved",4.78749174278205,"30%-35%","No","Not Hispanic or Latino","White","Female",5.95324333428778,"Conventional","Home purchase",6.00388706710654,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8666","Loan approved",4.57471097850338,"43%-49%","No","Not Hispanic or Latino","Other","Female",5.54126354515843,"FHA","Home purchase",6.00388706710654,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8667","Loan approved",4.53259949315326,"30%-35%","No","Not Hispanic or Latino","White","Male",5.65248918026865,"Conventional","Home purchase",5.87211778947542,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8668","Loan approved",4.45434729625351,"43%-49%","No","Not Hispanic or Latino","White","Female",5.89989735358249,"Conventional","Home purchase",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8669","Loan approved",5.80814248998044,"43%-49%","No","Unknwon","Other","Unknown",6.87212810133899,"Conventional","Home purchase",7.09423484592476,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8670","Loan approved",6.24027584517077,"36%-42%","No","Not Hispanic or Latino","White","Male",7.15070145759253,"Conventional","Home purchase",7.36833968631138,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"8671","Loan approved",4.36944785246702,"30%-35%","No","Hispanic or Latino","White","Female",5.22035582507832,"Conventional","Home purchase",5.57972982598622,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8672","Loan approved",5.54907608489522,"36%-42%","No","Not Hispanic or Latino","Asian","Male",6.40522845803084,"Conventional","Home purchase",6.62671774924902,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8673","Loan approved",5.05624580534831,"43%-49%","No","Not Hispanic or Latino","White","Male",6.45362499889269,"Conventional","Home purchase",6.57228254269401,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8674","Loan approved",4.97673374242057,"30%-35%","No","Unknwon","White","Female",6.33682573114644,"Conventional","Home purchase",6.61338421837956,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8675","Loan approved",5.12989871492307,"36%-42%","Yes","Not Hispanic or Latino","White","Male",5.75257263882563,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8676","Loan approved",4.75359019110636,"30%-35%","No","Unknwon","Other","Unknown",5.84354441703136,"Conventional","Home purchase",5.95324333428778,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8677","Loan approved",4.58496747867057,"43%-49%","No","Not Hispanic or Latino","White","Female",6.24416690066374,"Conventional","Home purchase",6.30078579466324,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"8678","Loan approved",4.77068462446567,"30%-35%","No","Not Hispanic or Latino","White","Female",5.54126354515843,"Conventional","Home purchase",5.78382518232974,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8679","Loan approved",5.605802066296,"30%-35%","No","Not Hispanic or Latino","White","Male",6.84054652928869,"Conventional","Home purchase",6.95177216439891,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"8680","Loan approved",5.27811465923052,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",6.72743172485086,"Conventional","Home purchase",6.82979373751242,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
